,province,max,min,wind,wind_d,rain,humidi,cloud,pressure,date,region,weather
95820,Can Tho,30,19,12,ESE,0.0,74,22,1013,2014-01-26,Nam,Nắng
95821,Can Tho,33,21,12,E,0.0,64,4,1013,2015-01-26,Nam,Nắng
95822,Can Tho,30,22,15,E,0.0,60,49,1014,2016-01-26,Nam,Nắng
95823,Can Tho,31,24,15,E,1.0,71,39,1013,2017-01-26,Nam,Nắng
95824,Can Tho,32,23,9,E,2.5,79,31,1008,2018-01-26,Nam,Nắng
95825,Can Tho,32,22,8,E,0.0,68,8,1014,2019-01-26,Nam,Nắng
95826,Can Tho,34,22,7,ESE,0.0,75,40,1010,2020-01-26,Nam,Nắng
95827,Can Tho,31,22,9,ESE,0.0,71,44,1010,2021-01-26,Nam,Nắng
95828,Can Tho,33,20,8,ENE,0.0,70,6,1012,2009-01-19,Nam,Nắng
95829,Can Tho,22,21,13,W,25.5,84,72,1011,2010-01-19,Nam,Mây
95830,Can Tho,32,20,7,S,0.0,63,18,1009,2011-01-19,Nam,Nắng
95831,Can Tho,31,23,18,ESE,1.8,81,34,1009,2012-01-19,Nam,Nắng
95832,Can Tho,31,21,8,NE,0.0,71,12,1012,2013-01-19,Nam,Nắng
